name;universitaet;fehlend;nur_auto_befuellt;uni_suche;google
Olaf Riss;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Olaf%20Riss;https://www.google.com/search?q=Olaf%20Riss+Uni%20Wien+Professur
Olga Mula;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Olga%20Mula;https://www.google.com/search?q=Olga%20Mula+Uni%20Wien+Professur
Reinhard J. Maurer;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Reinhard%20J.%20Maurer;https://www.google.com/search?q=Reinhard%20J.%20Maurer+Uni%20Wien+Professur
Roger Frie;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Roger%20Frie;https://www.google.com/search?q=Roger%20Frie+Uni%20Wien+Professur
Susanne Schwarz;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Susanne%20Schwarz;https://www.google.com/search?q=Susanne%20Schwarz+Uni%20Wien+Professur
Zekirija Sejdini;Uni Wien;Institut;;https://ufind.univie.ac.at/de/search.html?query=Zekirija%20Sejdini;https://www.google.com/search?q=Zekirija%20Sejdini+Uni%20Wien+Professur
Melanie Schären-Bannert;Vetmeduni Wien;Institut;Werdegang/CV, Profil-Link;https://www.vetmeduni.ac.at/suche?q=Melanie%20Sch%C3%A4ren-Bannert;https://www.google.com/search?q=Melanie%20Sch%C3%A4ren-Bannert+Vetmeduni%20Wien+Professur
Sonja Hartnack;Vetmeduni Wien;Institut;Werdegang/CV, Profil-Link;https://www.vetmeduni.ac.at/suche?q=Sonja%20Hartnack;https://www.google.com/search?q=Sonja%20Hartnack+Vetmeduni%20Wien+Professur
Lena Knappert;WU Wien;Institut;Werdegang/CV, Profil-Link;https://www.wu.ac.at/suche?q=Lena%20Knappert;https://www.google.com/search?q=Lena%20Knappert+WU%20Wien+Professur
Wolfgang Urbantschitsch;WU Wien;Institut;Werdegang/CV, Profil-Link;https://www.wu.ac.at/suche?q=Wolfgang%20Urbantschitsch;https://www.google.com/search?q=Wolfgang%20Urbantschitsch+WU%20Wien+Professur
Yan Anthea Zhang;WU Wien;Institut;Werdegang/CV, Profil-Link;https://www.wu.ac.at/suche?q=Yan%20Anthea%20Zhang;https://www.google.com/search?q=Yan%20Anthea%20Zhang+WU%20Wien+Professur
Yariv Brauner;WU Wien;Institut;Werdegang/CV, Profil-Link;https://www.wu.ac.at/suche?q=Yariv%20Brauner;https://www.google.com/search?q=Yariv%20Brauner+WU%20Wien+Professur
Francesco Angelico;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Francesco%20Angelico;https://www.google.com/search?q=Francesco%20Angelico+mdw+Professur
Julia Hagen;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Julia%20Hagen;https://www.google.com/search?q=Julia%20Hagen+mdw+Professur
Katharina Treutler;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Katharina%20Treutler;https://www.google.com/search?q=Katharina%20Treutler+mdw+Professur
Marie Christine Köberlein;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Marie%20Christine%20K%C3%B6berlein;https://www.google.com/search?q=Marie%20Christine%20K%C3%B6berlein+mdw+Professur
Oscar Bianchi;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Oscar%20Bianchi;https://www.google.com/search?q=Oscar%20Bianchi+mdw+Professur
Sebastian Müller;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Sebastian%20M%C3%BCller;https://www.google.com/search?q=Sebastian%20M%C3%BCller+mdw+Professur
Svetlana Makarova;mdw;Institut;Werdegang/CV, Profil-Link;https://www.mdw.ac.at/suche/?q=Svetlana%20Makarova;https://www.google.com/search?q=Svetlana%20Makarova+mdw+Professur
Albert Hirtl;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Albert%20Hirtl;https://www.google.com/search?q=Albert%20Hirtl+TU%20Wien+Professur
Aleix Comas Vives;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Aleix%20Comas%20Vives;https://www.google.com/search?q=Aleix%20Comas%20Vives+TU%20Wien+Professur
Alexander Karl Opitz;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Alexander%20Karl%20Opitz;https://www.google.com/search?q=Alexander%20Karl%20Opitz+TU%20Wien+Professur
Alois Humer;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Alois%20Humer;https://www.google.com/search?q=Alois%20Humer+TU%20Wien+Professur
Amela Ajanovic;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Amela%20Ajanovic;https://www.google.com/search?q=Amela%20Ajanovic+TU%20Wien+Professur
Andreas Limbeck;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Andreas%20Limbeck;https://www.google.com/search?q=Andreas%20Limbeck+TU%20Wien+Professur
Andreas Steinboeck;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Andreas%20Steinboeck;https://www.google.com/search?q=Andreas%20Steinboeck+TU%20Wien+Professur
Andrej Pustogow;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Andrej%20Pustogow;https://www.google.com/search?q=Andrej%20Pustogow+TU%20Wien+Professur
Angelika Psenner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Angelika%20Psenner;https://www.google.com/search?q=Angelika%20Psenner+TU%20Wien+Professur
Anna-Theresa Renner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Anna-Theresa%20Renner;https://www.google.com/search?q=Anna-Theresa%20Renner+TU%20Wien+Professur
Aris Daniilidis;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Aris%20Daniilidis;https://www.google.com/search?q=Aris%20Daniilidis+TU%20Wien+Professur
Astrid Weiss;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Astrid%20Weiss;https://www.google.com/search?q=Astrid%20Weiss+TU%20Wien+Professur
Azra Korjenic;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Azra%20Korjenic;https://www.google.com/search?q=Azra%20Korjenic+TU%20Wien+Professur
Bernhard Hofko;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Bernhard%20Hofko;https://www.google.com/search?q=Bernhard%20Hofko+TU%20Wien+Professur
Christian Gierl-Mayer;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Christian%20Gierl-Mayer;https://www.google.com/search?q=Christian%20Gierl-Mayer+TU%20Wien+Professur
Christian Ott;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Christian%20Ott;https://www.google.com/search?q=Christian%20Ott+TU%20Wien+Professur
Dominique Schröder;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Dominique%20Schr%C3%B6der;https://www.google.com/search?q=Dominique%20Schr%C3%B6der+TU%20Wien+Professur
Eduard Gröller;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Eduard%20Gr%C3%B6ller;https://www.google.com/search?q=Eduard%20Gr%C3%B6ller+TU%20Wien+Professur
Emanuel Gasteiger;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Emanuel%20Gasteiger;https://www.google.com/search?q=Emanuel%20Gasteiger+TU%20Wien+Professur
Emanuel Ionescu;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Emanuel%20Ionescu;https://www.google.com/search?q=Emanuel%20Ionescu+TU%20Wien+Professur
Emanuel Sallinger;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Emanuel%20Sallinger;https://www.google.com/search?q=Emanuel%20Sallinger+TU%20Wien+Professur
Erwin Povoden-Karadeniz;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Erwin%20Povoden-Karadeniz;https://www.google.com/search?q=Erwin%20Povoden-Karadeniz+TU%20Wien+Professur
Eva Sevcsik;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Eva%20Sevcsik;https://www.google.com/search?q=Eva%20Sevcsik+TU%20Wien+Professur
Fabio Toninelli;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Fabio%20Toninelli;https://www.google.com/search?q=Fabio%20Toninelli+TU%20Wien+Professur
Florian Michahelles;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Florian%20Michahelles;https://www.google.com/search?q=Florian%20Michahelles+TU%20Wien+Professur
Florian Rudroff;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Florian%20Rudroff;https://www.google.com/search?q=Florian%20Rudroff+TU%20Wien+Professur
Francesca Taddei;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Francesca%20Taddei;https://www.google.com/search?q=Francesca%20Taddei+TU%20Wien+Professur
Franz Winter;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Franz%20Winter;https://www.google.com/search?q=Franz%20Winter+TU%20Wien+Professur
Franziska Sielker;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Franziska%20Sielker;https://www.google.com/search?q=Franziska%20Sielker+TU%20Wien+Professur
Georg Pesch;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Georg%20Pesch;https://www.google.com/search?q=Georg%20Pesch+TU%20Wien+Professur
Georg Steinhauser;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Georg%20Steinhauser;https://www.google.com/search?q=Georg%20Steinhauser+TU%20Wien+Professur
Gerald Matz;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Gerald%20Matz;https://www.google.com/search?q=Gerald%20Matz+TU%20Wien+Professur
Gerald Schweiger;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Gerald%20Schweiger;https://www.google.com/search?q=Gerald%20Schweiger+TU%20Wien+Professur
Günther Zeck;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=G%C3%BCnther%20Zeck;https://www.google.com/search?q=G%C3%BCnther%20Zeck+TU%20Wien+Professur
Hannes Kaufmann;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Hannes%20Kaufmann;https://www.google.com/search?q=Hannes%20Kaufmann+TU%20Wien+Professur
Heike Oevermann;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Heike%20Oevermann;https://www.google.com/search?q=Heike%20Oevermann+TU%20Wien+Professur
Helmut Riedl Tragenreif;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Helmut%20Riedl%20Tragenreif;https://www.google.com/search?q=Helmut%20Riedl%20Tragenreif+TU%20Wien+Professur
Hinrich Grothe;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Hinrich%20Grothe;https://www.google.com/search?q=Hinrich%20Grothe+TU%20Wien+Professur
Ismail Ilkan Ceylan;TU Wien;;Werdegang/CV, Profil-Link;https://www.tuwien.at/suche?tx_solr[q]=Ismail%20Ilkan%20Ceylan;https://www.google.com/search?q=Ismail%20Ilkan%20Ceylan+TU%20Wien+Professur
Iva Hunger Brezinova;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Iva%20Hunger%20Brezinova;https://www.google.com/search?q=Iva%20Hunger%20Brezinova+TU%20Wien+Professur
Johann Auer;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Johann%20Auer;https://www.google.com/search?q=Johann%20Auer+TU%20Wien+Professur
Johannes Pistrol;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Johannes%20Pistrol;https://www.google.com/search?q=Johannes%20Pistrol+TU%20Wien+Professur
Josef Füssl;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Josef%20F%C3%BCssl;https://www.google.com/search?q=Josef%20F%C3%BCssl+TU%20Wien+Professur
Karl Kirchner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Karl%20Kirchner;https://www.google.com/search?q=Karl%20Kirchner+TU%20Wien+Professur
Lado Filipovic;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Lado%20Filipovic;https://www.google.com/search?q=Lado%20Filipovic+TU%20Wien+Professur
Laura Kovacs;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Laura%20Kovacs;https://www.google.com/search?q=Laura%20Kovacs+TU%20Wien+Professur
Lukas Eberhardsteiner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Lukas%20Eberhardsteiner;https://www.google.com/search?q=Lukas%20Eberhardsteiner+TU%20Wien+Professur
Maja Kevdzija;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Maja%20Kevdzija;https://www.google.com/search?q=Maja%20Kevdzija+TU%20Wien+Professur
Manuela Waldner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Manuela%20Waldner;https://www.google.com/search?q=Manuela%20Waldner+TU%20Wien+Professur
Marcus Huber;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Marcus%20Huber;https://www.google.com/search?q=Marcus%20Huber+TU%20Wien+Professur
Maren Podewitz;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Maren%20Podewitz;https://www.google.com/search?q=Maren%20Podewitz+TU%20Wien+Professur
Maricruz Sanchez-Sanchez;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Maricruz%20Sanchez-Sanchez;https://www.google.com/search?q=Maricruz%20Sanchez-Sanchez+TU%20Wien+Professur
Markus Kubicek;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Markus%20Kubicek;https://www.google.com/search?q=Markus%20Kubicek+TU%20Wien+Professur
Martin Goldstern;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Martin%20Goldstern;https://www.google.com/search?q=Martin%20Goldstern+TU%20Wien+Professur
Martin Nöllenburg;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Martin%20N%C3%B6llenburg;https://www.google.com/search?q=Martin%20N%C3%B6llenburg+TU%20Wien+Professur
Michael Harasek;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Michael%20Harasek;https://www.google.com/search?q=Michael%20Harasek+TU%20Wien+Professur
Michael Pinsker;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Michael%20Pinsker;https://www.google.com/search?q=Michael%20Pinsker+TU%20Wien+Professur
Milica Vujovic;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Milica%20Vujovic;https://www.google.com/search?q=Milica%20Vujovic+TU%20Wien+Professur
Mohammad N. Ivaki;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Mohammad%20N.%20Ivaki;https://www.google.com/search?q=Mohammad%20N.%20Ivaki+TU%20Wien+Professur
Nysret Musliu;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Nysret%20Musliu;https://www.google.com/search?q=Nysret%20Musliu+TU%20Wien+Professur
Oliver Spadiut;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Oliver%20Spadiut;https://www.google.com/search?q=Oliver%20Spadiut+TU%20Wien+Professur
Ottavia Zoboli;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Ottavia%20Zoboli;https://www.google.com/search?q=Ottavia%20Zoboli+TU%20Wien+Professur
Patrick Huber;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Patrick%20Huber;https://www.google.com/search?q=Patrick%20Huber+TU%20Wien+Professur
Paul Romatschke;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Paul%20Romatschke;https://www.google.com/search?q=Paul%20Romatschke+TU%20Wien+Professur
Peter Ertl;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Peter%20Ertl;https://www.google.com/search?q=Peter%20Ertl+TU%20Wien+Professur
Philipp Haslinger;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Philipp%20Haslinger;https://www.google.com/search?q=Philipp%20Haslinger+TU%20Wien+Professur
Renata Raidou;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Renata%20Raidou;https://www.google.com/search?q=Renata%20Raidou+TU%20Wien+Professur
Rene Hofmann;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Rene%20Hofmann;https://www.google.com/search?q=Rene%20Hofmann+TU%20Wien+Professur
Robert Ganian;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Robert%20Ganian;https://www.google.com/search?q=Robert%20Ganian+TU%20Wien+Professur
Sascha Hunold;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Sascha%20Hunold;https://www.google.com/search?q=Sascha%20Hunold+TU%20Wien+Professur
Stavros Papadokonstantakis;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Stavros%20Papadokonstantakis;https://www.google.com/search?q=Stavros%20Papadokonstantakis+TU%20Wien+Professur
Stefan Baudis;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Stefan%20Baudis;https://www.google.com/search?q=Stefan%20Baudis+TU%20Wien+Professur
Stefan Woltran;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Stefan%20Woltran;https://www.google.com/search?q=Stefan%20Woltran+TU%20Wien+Professur
Stefanie Elgeti;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Stefanie%20Elgeti;https://www.google.com/search?q=Stefanie%20Elgeti+TU%20Wien+Professur
Susann Ahn;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Susann%20Ahn;https://www.google.com/search?q=Susann%20Ahn+TU%20Wien+Professur
Teresa Liberto;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Teresa%20Liberto;https://www.google.com/search?q=Teresa%20Liberto+TU%20Wien+Professur
Thomas Lukasiewicz;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Thomas%20Lukasiewicz;https://www.google.com/search?q=Thomas%20Lukasiewicz+TU%20Wien+Professur
Thomas Pohl;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Thomas%20Pohl;https://www.google.com/search?q=Thomas%20Pohl+TU%20Wien+Professur
Thomas Sheppard;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Thomas%20Sheppard;https://www.google.com/search?q=Thomas%20Sheppard+TU%20Wien+Professur
Tobias Fiebig;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Tobias%20Fiebig;https://www.google.com/search?q=Tobias%20Fiebig+TU%20Wien+Professur
Ute Schneider;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Ute%20Schneider;https://www.google.com/search?q=Ute%20Schneider+TU%20Wien+Professur
Vasiliki Maria Archodoulaki;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Vasiliki%20Maria%20Archodoulaki;https://www.google.com/search?q=Vasiliki%20Maria%20Archodoulaki+TU%20Wien+Professur
Viktor Sverdlov;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Viktor%20Sverdlov;https://www.google.com/search?q=Viktor%20Sverdlov+TU%20Wien+Professur
Walter Michael Weber;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Walter%20Michael%20Weber;https://www.google.com/search?q=Walter%20Michael%20Weber+TU%20Wien+Professur
Wolfgang Kastner;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Wolfgang%20Kastner;https://www.google.com/search?q=Wolfgang%20Kastner+TU%20Wien+Professur
Wolfgang Kemmetmueller;TU Wien;;Werdegang/CV;https://www.tuwien.at/suche?tx_solr[q]=Wolfgang%20Kemmetmueller;https://www.google.com/search?q=Wolfgang%20Kemmetmueller+TU%20Wien+Professur
